,1,0
O estímulo imediato para a mudança de política foi o receio de que a Florida fosse invadida por uma vaga de refugiados uma possibilidade que traria sérios perigos políticos.,aux:pass,1
"O ex-ministro da Fazenda Ernane Galvêas governo Figueiredo disse que sua participação no episódio limitou-se a um de acordo no processo que teria vindo pronto do Banco Nacional de Habitação, subordinado na época ao Ministério do Interior.",expl,1
O Dow Jones passou novamente a barreira dos 2.900 pontos para se situar pouco acima dos 2906 pontos na sessão de quarta-feira.,expl,1
"O exemplo paradigmático é Say hello and Wave Goodbye, cujo primeiro clip consistia numa verdadeira orgia de excessos e que agora é substituído por um teledisco de um romantismo asseado repleto de modelos em câmara lenta, que mais se tende a ligar aos dessexuados Black ou Don Henley.",nsubj,1
"O filme chamou-se Objectivo Burma e, embora mais sério, resultava no mesmo.",expl,1
O filme passa como vento pelas questões - nada pequenas - dos tratamentos psiquiátricos contemporâneos e se fixa no que existe de mais óbvio na história.,expl,1
O filósofo José Arthur Giannotti diz que se sente angustiado em livrarias e prefere comprar seus livros por catálogos.,expl,1
O governo recebeu ontem outra má notícia: empresários se declararam contrários ao CIP.,expl,1
"O governo se comprometeu a não garfar a poupança, nas palavras do presidente do BC.",expl,1
"O grupo de fotógrafos participantes encontra-se para um confronto pela diversidade não só de estilos, como de opções relativamente à construção de uma ideia da cidade.",obj,1
O gás também constitui um dos restos da supernova e encontra-se em expansão sob o efeito da onda de choque gerada pela explosão.,expl,1
"O homem insiste, meio zonzo, a patroa não cede e ele acaba por ir-se em grande dificuldade.",obj,1
O horror de tudo se perder,nsubj,1
"O incrédulo automobilista, por não ter interlocutor, achou por bem chamar a polícia e relatar-lhe como tudo se passou.",expl,1
"O investimento líquido nacional em títulos estrangeiros, por seu turno, elevou-se a 298 milhões de dólares quando no ano anterior praticamente não tinha expressão.",expl,1
"O ciclista espanhol, 48, se suicidou em Caupenne dArmagnac, no sul da França com um tiro.",expl,1
"O certo é que, pouco depois, Vítor-Emanuel apercebeu-se que um barco pneumático fora deslocado do seu iate e atracado ao Cocke, o navio dos jovens italianos.",expl,1
"O cenário, de Donald Baechler, se compõe de pedaços de um barco, uma pequena casa e um tubo de chaminé.",expl,1
"O caso está a ser analisado pela Direcção Regional de Educação do Centro e o Coordenador da Área Educativa CAE já admitiu não haver condições objectivas para que os professores executem as suas tarefas e continuem as actividades lectivas, sobretudo enquanto o director do Colégio do Mondego se encontrar ausente no estrangeiro.",expl,1
"O Governo Regional dos Açores comprometeu-se a pagar os juros de um empréstimo a contrair pela Câmara de Santa Cruz da Graciosa e empresários locais, visando a compra de um barco de passageiros orçado em 54 mil contos.",expl,1
"O Governo indiano considera que dispõe de meios suficientes para realizar com sucesso as operações de socorro, mostrando-se reticente, segundo um responsável da distribuição da ajuda internacional, no que respeita a receber pessoal estrangeiro.",expl,1
"O Governo socialista previa que essa fasquia fosse atingida apenas no final deste ano, depois de um forte aperto na economia, mas, supreendentemente, foi já alcançado.",aux:pass,1
"O Grupo Champalimaud, a Petrogal, a TAP-Air Portugal, a Marconi, a Salvador Caetano, a Tertir, a Somec e a Soares da Costa são algumas das que mais investiram e, presume-se, maiores interesses têm a defender.",nsubj,1
"O Hospital de Santo António, no Porto, deverá pedir ainda esta semana à Lipor para ali depositar as várias dezenas de toenaladas de cinzas resultantes da queima de lixos hospitalares que, há um ano e meio, se acumulam em contentores de plástico.",expl,1
"O Japão respondeu que concorda com as sugestões norte-americanas e que apoia uma acção concertada para travar a valorização do iene, considerada como brutal a ambígua já que se pode conduzir à diminuição do excedente comercial japonês pode também pôr em causa o crescimento mundial, na opinião do secretário do Tesouro dos EUA, Lloyd Bentsen.",mark,1
"O Milan finalista, com o Barcelona, da Liga dos Campeões Europeus é o clube que mais jogadores fornece à selecção transalpina, com sete futebolistas, seguindo-se o Parma, com cinco, a Juventus e o Lázio de Roma, ambos com três.",expl,1
O Presidente cancela todos os compromissos e fecha-se na Casa Branca.,obj,1
O Presidente da Assembleia da República solicitou a vários juristas ligados ao seu gabinete que se pronunciem sobre a legalidade da forma como tem sido descontada no vencimento de deputados do PSD a quantia correspondente às multas aplicadas por faltas de comparência.,expl,1
"O SECRETÁRIO-GERAL da Organização das Nações Unidas ONU, Butros Butros-Ghali, deixou ontem ao princípio da tarde Luanda com a promessa de que até ao fim de Agosto deverão chegar a Angola as unidades de infantaria que faltam para se completar a Missão de Verificação Unavem III.",nsubj,1
"O Sindicato dos Metalúrgicos do Rio e do Grande Rio data-base em outubro se reúne hoje com representantes da Firjan federação das indústrias do Rio pela primeira vez desde o início da greve da categoria, na terça-feira.",expl,1
"O Viola ou o Ronaldão seria um black man perfeito disse um dos modelos masculinos da Ford, que também não quis se identificar.",expl,1
"O WordPerfect, por seu lado, ao passar de 5.2 para 6 tornou-se praticamente num novo produto.",expl,1
"O actor disse estar a produzir The Stars Fell on Henrietta, um filme realizado por James Keach, com Robert Duvall, e projecta rodar Golf in the Kingdom, que tem por tema o golfe, um desporto de que se confessa adepto.",expl,1
"O advogado José Carlo Dri, que defende os responsáveis pela boate, se recusou a falar.",expl,1
"O advogado Mariano Gonçalves Neto, autor da ação popular que se arrasta há 12 anos, acusa os ex-ministros de aprovarem uma superavaliação dos terrenos entregues pelo grupo Delfin como pagamento de uma dívida que, em 1982, chegava a Cr 70 milhões.",expl,1
"O alegado violador foi detido em sua casa, depois de a vítima ter denunciado o caso às autoridades policiais quando se encontrava no Hospital Distrital de Barcelos para receber tratamento.",expl,1
"O anterior relatório do IPCC, elaborado em 1990, considerava que a temperatura do globo estava a aumentar mas não considerava provado que a causa fosse a acção humana.",cop,1
"O atacante, que deveria ter se apresentado anteontem à noite, pediu mais um dia de folga ao treinador.",expl,1
"O ataque aéreo de ontem, em que participaram nove helicópteros, e a operação terrestre que se lhe seguiu fizeram com que somalis furiosos tivessem morto um fotógrafo da agência Reuter, o anglo-americano Dan Eldon, de 22 anos, e outro da Associated Press, o alemão Hansi Krauss, de 30, estando ainda por confirmar a morte de mais um fotógrafo, Hos Maina, e de um operador de som da Reuters Television, Anthony Macharia, ambos quenianos.",expl,1
"O baiano Dias Gomes, 70, está se preparando para ressuscitar um clássico da teledramaturgia brasileira.",expl,1
O bom é que o Fernando Henrique não estava presente e não se comportou como o Maurício Corrêa.,expl,1
"O candidato deu rápida entrevista no saguão do aeroporto e dirigiu-se ao Hotel Delmonicos, na Park Avenue, em Manhattan, onde a diária é de US$ 195 CR$ 253 mil no fim de semana e US$ 250 CR$ 325 mil de segunda a sexta-feira.",expl,1
"O carro alemão teimou em não se adaptar ao traçado do circuito, o que deixou Chaves algo desalentado, até porque experimentava em Barcelona algumas novidades aerodinâmicas que deveriam melhorar as performances do seu carro.",expl,1
"O carro atravessou-se, primeiro para a direita e depois para a esquerda, o que me levou a tirar o pé do acelerador.",obj,1
"Pense-se num enredo mirabolante, centrado num herói desfeito, o anti-herói Maurice Allington, e na maneira como o impensável o fantasma de Thomas Underhill o cerca.",expl,1
"Pinochet passeou-se por Portugal, tudo numa visita oficialmente privada.",iobj,1
13 de Maio A oposição apela de novo à população para que se manifeste contra o Governo a partir do dia 17.,expl,1
"Trata-se do conselho de franqueados, que começa a surgir em algumas redes como McDonalds, Água de Cheiro, Multicoisas e Localiza.",expl,1
"Toda a comédia humana numa dança à beira do precipício, a guerra que se avizinha.",expl,1
"Todos os elementos de um grupo de animais que não tinha sido vacinado com o HIV2 morreram da sida dos macacos, nos meses que se seguiram à sua infecção pelo SIV.",expl,1
"Tome-se o caso de Ventersdorp, 200 km a oeste de Johannesburgo, uma das 14 cidades declaradas pelo governo áreas de turbulência, estágio suave do estado de emergência.",nsubj,1
Trabalhadores municipais manifestam-se por subsídios,obj,1
"Transpareceu a tentativa de evitar discutir este problema e, depois, uma certa vontade de que o assunto fosse dado como definitivamente arrumado.",aux:pass,1
"Trata-se da aliança entre a Adobe, a mais importante empresa no ramo da concepção de produtos para edição electrónica e a Netscape, que em seis meses capturou 75 por cento do mercado de programas de navegação na Internet com o produto que lhe deu o nome.",expl,1
Trata-se de facto de apostas.,expl,1
Trata-se de outra evidência irrefutável.,expl,1
"Trata-se de um candidato que estreou em comício sob vaias e quer, pela via do preconceito, enfraquecer quem lidera as pesquisas, disse Falcão sobre FHC.",expl,1
"Trata-se de um jovem de 20 anos, que terá confessado os crimes e a venda dos objectos roubados para a compra de heroína.",expl,1
"Trata-se de uma separação politicamente profícua, já que, ao longo de os sécs. XVI a XIX, o homem terá interiorizado a necessidade de vigiar a maior ou menor conformidade entre rosto, preceitos éticos e poder social, ao mesmo tempo que lhe pedem que seja singular e autêntico.",expl,1
Trata-se do Eagle uma reedição com motor Toyota e chassis Lola do legendário carro feito por Dan Gurney.,expl,1
Trata-se do segundo volume da exploração do pop asiático por David Byrne:,expl,1
"Terminado o Mundial, todas as atenções das seleções já se voltam para a Olimpíada de Atlanta.",expl,1
"Tratando-se de matérias muito inflamáveis não é possível retirar integralmente a gordura no processo de transformação --, há que evitar o risco de combustão no momento de entrada no forno a laborar a alta temperatura, que poderia atingir o próprio operador.",expl,1
Tratar-se-á de vacinas preventivas que poderão ser eficazes contra qualquer estirpe do HIV2.,expl,1
Tratava-se de um imposto sobre o capital.,expl,1
Tratavam-se de contribuições para construir os ágeis barcos trirremes.,expl,1
"Traumatizado, refugio-me no Canal 1, onde se estreia Tudo pelos Outros, com Vítor Norte a mostrar que estaria muito melhor num palco.",expl,1
"Trezentos anos após a morte de Jesus, o cristianismo iria tornar-se a religião oficial do Império.",expl,1
Trinta empresários argentinos e 25 brasileiros se reúnem na próxima sexta-feira em seminário da FGV para debater perspectivas do setor privado nos dois países com o Mercosul.,expl,1
"Tudo bem, se for capaz de passar em poucos minutos da vigília ao sono e vice-versa.",mark,1
"Tão periclitante, que se sobrevier nova tempestade cambial, o SME muito simplesmente poderá acabar e dar o lugar à tal UEM acelerada para as economias mais fortes, e mais lenta para os que ainda têm muito que convergir.",mark,1
Um Gol e um Voyage se chocaram.,expl,1
"Um aviso fugaz no grande mercado das aves, quando a indiferença da multidão lhe permitia observar com tranquilidade um peixinho circunscrito à água de uma garrafa e já ninguém era atraído pelo seu perfume, que ainda então se evaporava da carne rosada e abundante.",expl,1
"Um caso típico foi o de Someone to Watch Over Me 1926, que nasceu brejeira e Ira recomendou que ela se tornasse uma balada romântica.",expl,1
"Toda a comissão técnica sabe que Romário é de treinar pouco, geralmente se poupando entre dois jogos difíceis.",expl,1
"Tenho dito aos meus que devem preocupar-se com esse dia, não por mim, mas por eles.",expl,1
"Simplesmente tornara-se impossível, por razões tecnológicas, comerciais e financeiras, estimular o desenvolvimento com base na substituição de importações.",expl,1
"Tal política convertera-se, com o avanço da globalização econômica, em sinônimo de proteção ao atraso, ao desperdício e à ineficiência.",expl,1
"Soares lembrou o que já viu nesta viagem e mostrou-se mais uma vez preocupado com os problemas da agricultura, que está em muito mau estado, questionando: O que será o futuro do nosso mundo rural?",expl,1
Sobre se haviam encontrado algo suspeito também não adiantou pormenores.,mark,1
Sommeliers paulistas se superam em evento,expl,1
"Subir ao monte Garizim, no primeiro dia de neve do ano, quando as pedras e os abetos se escondem sob um manto de neve, é ascender ao paraíso, tão grande é a beleza celestial da paisagem.",obj,1
Suicidou-se a 7 de Agosto.,expl,1
"São as mesmas pessoas que acham que sua responsabilidade social se limita a pagar impostos, diz Letícia Zioni Gomes, 16.",expl,1
"Só assim se evitará a estratificação da legislação, permitindo que o sistema acompanhe de maneira dinâmica as transformações na economia.",nsubj,1
Só da Serenata Monumental e do Sarau não se falou:,nsubj,1
"Só quando Moniz Pereira lhe surge na frente, se compenetra de que era mesmo verdade.",expl,1
Só se o Fado não aceitar é que a Comissão assume a realização dos dois eventos.,mark,1
"Tal como a rainha Isabel II, John Major limitou-se a acompanhar os factos.",expl,1
"Tal como na última final do Campeonato do Mundo, disputada em Nova Iorque e Lion, Kasparov tenta apresentar-se como o bom reformador contra o mau conservador Karpov.",obj,1
"Também Portugal se encontra representado com a estreia mundial de Crenças e Lendas de João Soares Tavares, obra inscrita na retrospectiva RTP, homenageada nestes III Encontros.",expl,1
"Tendo como objectivo intrometer-se na luta pelo título, o Beira Mar disporá, para a nova temporada, de um orçamento a rondar os 40 mil contos, verba substancialmente inferior à da época passada.",obj,1
Também nisto Bôscoli estava em seu elemento: poucos podiam ser mais hilariantemente viperinos desde que a piada não fosse dirigida contra você.,aux:pass,1
Também não nos interessa se o jogador estava internado ou não.,mark,1
Também não se sabe quando ou onde ocorrerá a intervenção cirúrgica.,nsubj,1
"Também por isso, na FPJ pensa-se já em Sydney.",nsubj,1
"Também se prevê a criação de uma moeda única, embora, quem o deseje, possa ter a sua própria divisa.",nsubj,1
Também se tornou amigo do empregado da loja onde os cegos iam buscar vídeos.,expl,1
Também é necessário alertar toda a sociedade para a importância de se reduzir as perdas de alimentos.,nsubj,1
"Teixeira da Mota, porta-voz do BFE, limitou-se a dizer, sobre este assunto, que, após seis meses de efectiva gestão da actual administração, concluídos em Agosto de 1992, o banco considerou o processo encerrado e que o comprador confirmou ao BFE, nesse mesmo mês, a plena viabilidade e eficácia do contrato celebrado entre as partes.",expl,1
"Tem contado também com o completo alheamento do Parlamento, que tão pressuroso se mostra, por vezes, a discutir assuntos de lana caprina e nada faz para esclarecer este monstruoso escândalo!",expl,1
Tem que se demonstrar através de contas e de raciocínios que o expurgo significará perda.,expl,1
"Tem que se pensar, para o Brasil, em uma empresa com modelo acionário flexível, que permita incorporar, em uma única marca, os esforços individuais desses criadores e dispor da sinergia necessária para investir no mercado internacional.",nsubj,1
"Tem razões para isso, já que as aulas exigiam-lhe diariamente um sacrifício de mais de 22 quilómetros, feitos a pé, qualquer que fosse a época do ano.",acl:relcl,1
"Um dos responsáveis pela seleção das moças da Ford, que não quis se identificar, aponta o italiano Maldini considerado pela imprensa européia o bumbum mais bonito da Copa, que recebeu apenas um voto, como o mais bonito.",expl,1
"Um dos resultados práticos desta fusão é que Michael Eisner, presidente da Walt Disney, se tornou da noite para o dia o homem mais poderoso do sector.",expl,1
"Um exemplo recente de como se pode confundir a opinião pública ocorreu no programa de TV Falar Claro, no passado dia 22 de Junho.",nsubj,1
"Às vezes sugeria a George uma mudança no andamento, para que este se adequasse melhor à letra.",expl,1
"o delegado da CAP insistiu nas utopias da dependência dos agricultores, face ao Estado, como se os actuais preços garantidos na Europa não fossem igualmente uma dádiva política;",fixed,1
"o homem da CNA, repetiu a confrangedora ideia que o documento inicial da reforma protegia as explorações extensivas e que o documento final as penalizava, quando, afinal, poucas linhas se alteraram nesta questão.",expl,1
"que jogos, que programas, que enciclopédias, que sites na Internet se podem fazer que traduzam o título do workshop?",expl,1
que tipo de relação económica se poderá estabelecer entre Israel e os seus vizinhos árabes?,nsubj,1
"se Guímaro era corrupto, quem eram os corruptores e porque motivo não foram igualmente presentes ao juiz do Tribunal de Instrução Criminal?",mark,1
"se Maomé não vai à montanha, a montanha vai a Maomé.",mark,1
se o PSD interiorizasse a ideia de que seria uma liderança a prazo estaria a admitir desde já que os resultados das próximas eleições autárquicas iriam redundar num novo desaire eleitoral.,mark,1
"se o não na primeira pergunta do referendo for maioritário na mais populosa das oito regiões propostas, isso significará, quase de certeza, a certidão de óbito do modelo nascido do acordo entre o PS e o PCP.",mark,1
"À primeira vista, sim, mas é aí que se chega ao verdadeiro nó da questão.",nsubj,1
"À sua poluição deve-se ainda o desaparecimento dos famosos bivalves negros da Mexelhoeira, uma zona de rochas entre as praias da Areia Branca e do Peralta.",expl,1
"Às 21h15, o tucano José Serra, recém-eleito senador, juntou-se ao casal presidencial.",expl,1
"Às vezes cheguei a ser radical e sectária, mas aprendi que a gente só interfere se estiver dentro do barco, declarou a ex-prefeita à imprensa paulista, ao justificar a sua presente decisão.",mark,1
É ainda mais óbvio que é impossível falar abertamente sobre o superioridade de muitos atletas negros sem ser sujeito a acusações de que se estar sendo anti-negro de uma maneira enviesada.,nsubj,1
"Um guineense e uma portuguesa que se dedicavam a angariar trabalhadores para o Kuwait, cobrando uma taxa de dez contos, foram detidos pela Polícia Judiciária.",expl,1
"É claro que as contas podem todas complicar-se, caso holandeses e ingleses empatem e polacos vençam noruegueses.",expl,1
"É como se estivesse lá, acrescenta Rodrigo.",fixed,1
É confrangedor olharmos hoje em dia para os meios de comunicação social e verificarmos o caos financeiro em que se encontra atolada aquela casa de tão nobres tradições.,expl,1
"É esta a expectativa assumida pelo presidente da Câmara de Valongo, Fernando Melo, empenhado em abrir aos ermesindenses a primeira fase deste novo equipamento de passeio e lazer antes que se escoe o presente mandato autárquico.",expl,1
É mais alto do que os que se dizem ateus ou sem religião 93%.,expl,1
É neste contexto que entre a indústria e a Direcção-Geral da Qualidade do Ambiente [DGQA] nunca se interromperam os contactos técnicos necessários à atempada informação sobre a evolução verificada no cumprimento do contrato-programa e que permitirão a continuação de uma abordagem responsável da questão para futuro.,expl,1
"É o caso da organização do tempo de trabalho e disposições sobre mulheres grávidas, cuja aprovação não se espera para a presidência britânica, não entrando, assim, em vigor a 1 de Janeiro de 1993.",nsubj,1
"É o que se teme agora, segundo os panfletos, aparecidos sobretudo em mesquitas não controladas pelo Estado, dentro das quais as orações têm sido acompanhadas por murmúrios pouco comuns.",nsubj,1
"É para esta região que se viram os olhos dos partidários do sim, ansiosos por uma votação que compense a quebra anunciada pelas sondagens noutras zonas do país.",expl,1
É que é a dançar que Monk se entende.,obj,1
É tão gira que a empresa que a comercializa se chama Coisas Giras.,obj,1
É uma coisa a se estudar.,iobj,1
"o PSD tem de se afirmar como uma oposição credível, com uma liderança forte, até porque nas previsões de Menezes também entram as medidas impopulares do governo socialista que estarão aí a chegar ...",expl,1
"não só as técnicas utilizadas não demonstram nada, como as conclusões se baseiam em falácias, como todo o processo nada tem a ver com Ciência, ao contrário do que as máquinas de propaganda pretendem fazer crer.",expl,1
não precisa de se preocupar.,expl,1
"mas, se o objectivo foi libertar os terrenos, evitando a estagnação, seria necessário que as autarquias respondessem às solicitações, o que não acontece.",mark,1
"Um momento histórico é como pode classificar-se a presença do Castelo da Maia na final-four da Liga das Taças em voleibol, que entre hoje e amanhã decorre na cidade de Cuneo, no Norte de Itália.",expl,1
"Um texto em torno do sagrado matrimónio no qual se discute as possibilidades de encontrar um homem que não seja casado, nem maricas e tenha emprego.",nsubj,1
"Uma blusa preta pode ser usada com um sutiã branco se a saia for branca, explica.",mark,1
"Uma das mais prometedoras cantoras dos últimos anos, Cassandra usa um grão de voz e um jeito de desenhar e se apropriar do verso que tem raízes em Carmen McRae.",expl,1
Uma das novidades é a permissão para a polícia se infiltrar em quadrilhas para obter provas.,expl,1
Uma equipa daquela organização encontra-se desde sexta-feira passada na região para examinar as vítimas e colher amostras.,expl,1
"Uma medida que, no entender da entidade sindical, só peca por tardia e vai alterar o decreto-lei de 1979 que regulamentava a actividades desses professores, estabelecendo-se agora novas condições e regras para o exercício do ensino da língua portuguesa no estrangeiro.",nsubj,1
"Uma situação complicada porque Hélder se tem mostrado, neste início do campeonato, como um dos melhores jogadores do Benfica.",expl,1
"Uma zona petting anexa, em cooperação com o Jardim Zoológico de Lisboa, destina-se a permitir o contacto das crianças com animais.",expl,1
"Vai para Conakry, fala com o nosso secretário-geral Amílcar Cabral e vai ver que tudo se vai resolver.",expl,1
Venham e juntem-se à missão de paz.,expl,1
"Vera Lucia Vassouras, que é negra e se diz militante do PDT, sustenta que os autores do livro em nenhum momento afirmaram que os negros são geneticamente inferiores ao brancos.",expl,1
"Você fala constantemente daqueles que se dizem amigos de Borges, dos que lhe vinham pedir que escrevesse os seus prólogos, e garante que a estão a acossar.",expl,1
Você se acha louca?,obj,1
"Vítor Mendes realça também o significado dos títulos na perspectiva que defende de o atletismo do clube não se especializar só no meio-fundo, como chegou a ser superiormente equacionado:",expl,1
Wator se chocou com um companheiro de equipe.,expl,1
"Zapo e rezapo e os momentos de sincronismo repetem-se com enlouquecedora constância: as mesmas lágrimas, as mesmas fungadelas, o mesmo bem-fazer, os mesmos familiares abraçados uns aos outros.",expl,1
anunciava-se uma corrida de touros para o Campo Pequeno em homenagem aos valorosos corredores;,nsubj,1
"as duas estações que constituem o consórcio em causa Antena 1 e Rádio Renascença assumiram, desde o início dos contactos que estabeleceram entre si, que os programas a realizar por cada uma das partes se norteariam pelas características que as marcam: a RR, rádio privada, a Antena 1, rádio de serviço público;",expl,1
"até Setembro de 1998 vamos transmitir 104 cento e quatro programas, pelo que me parece ser cedo para se proceder a uma análise das emissões;",nsubj,1
"há mais de um ano, o México encontra-se numa situação de desequilíbrio potencial permanente no balanço de transações correntes e no orçamento fiscal, que foi compensado mais recentemente por um endividamento crescente do setor público nas praças financeiras internacionais, em particular na Bolsa de Nova York.",expl,1
"m Janeiro de 1994, os três Guys Guy Spitaels, ministro-presidente da Valónia, Guy Coeme, ministro da Defesa, e Guy Mathot, ministro regional foram forçados a demitir-se para assegurar a sua defesa depois de a sua imunidade parlamentar ter sido suspensa.",obj,1
"m segundo lugar, e trata-se de uma conclusão menos taxativa, é de admitir que tenha diminuído a posição relativa da Região Norte no contexto do espaço sócio-económico português.",expl,1
"mas poderá concretizar-se mais depressa do que a sua antepassada, e, sendo distribuída e partilhada, a sua sobrevivência estará mais garantida.",expl,1
"mas se a lembrança for de saudade, então acho que pode ser uma boa coisa.",mark,1
"Smidovitch, com um fomos aonde planeámos ir, declinou confirmar, no entanto, se a fiscalização abrangera sedes de ministérios, quinta-feira vedadas categoricamente ao pessoal da ONU pelo regime de Bagdad.",mark,1
"Será durante um encontro a realizar no Museu Olímpico, em Lausana, na Suíça, onde os representantes das 11 cidades se irão reunir pela primeira vez.",expl,1
"Pode ir até seis meses, mas se não for necessária ligamentoplastia será menos tempo.",mark,1
"Realce ainda para o mau dia de Marco Pantani, que apenas veio a Espanha para se preparar para o Mundial da Colômbia.",expl,1
"Quanto a queijos, nem sequer se pode dizer bem ou mal:",nsubj,1
"Quanto ao jogo, ele dividiu-se em dois períodos distintos: antes e depois da expulsão de Sérgio.",obj,1
"Quanto aos 75 mil contos que a Secretaria de Estado diz agora ter disponibilizado para a operação de salvamento do peixe, ninguém sabe onde, como e por quem foram utilizados, até porque das centenas de toneladas ali existentes apenas se salvaram cerca de duas dezenas.",expl,1
"Quase metade dos valores registados destinam-se ao país vizinho e, desse montante, cerca de 95 por cento terá sido aplicado na indústria.",expl,1
"Quase quatro anos depois, três dos animais ainda se encontram em boa saúde, tendo o quarto morrido há uns meses.",expl,1
Que também não se sabe ainda qual é.,nsubj,1
"Quem o diz é o secretário de Estado da Administração Interna, Armando Vara, que passou o dia de ontem a inteirar-se dos efeitos da intempérie em Bragança, o distrito mais atingido, mas onde já não há aldeias isoladas.",expl,1
"Quem é visto, mais do que seria de esperar, é a saga erótico-comemorativa dos vinte anos da Playboy, que consegue aguentar-se no Top 20 da SIC com 5,1 quase tanto como a volta ...",expl,1
Queremos saber se o bicho de São Paulo e o do Rio são ramificações de uma grande organização criminosa.,mark,1
"R. Façam o favor de tomar nota do que vou dizer, e agradecia que fosse transmitido, porque de vez em quando as coisas não saem de acordo com a verdade dos factos.",aux:pass,1
"R. O PC serviu-se da extrema-esquerda, como ponta-de-lança, mas depois foi vítima da sua impreparação e do seu espontaneísmo.",expl,1
R. É lógico que os directos só podem existir se houver regras claras.,mark,1
Rebentou um pneu e ouviu-se um grande estrondo.,nsubj,1
"Quando vai aos EUA, ele não se limita a comprar blazers caros.",expl,1
"Recomenda-se ainda às pessoas que não toquem com as mãos nuas nem nos doentes nem nos mortos e que evitem o contacto com o seu sangue, vómitos e excrementos.",nsubj,1
"Recorde-se que Edberg, antes de Roland Garros, estava no 45º lugar, mas as excelentes exibições na terra batida parisiense e na relva londrina permitiram-lhe o salto.",expl,1
"Recorde-se que as receitas são obtidas na sua quase totalidade em dólares, que depois é necessário converter para a moeda nacional.",expl,1
"Referem-se a normas de segurança e de saúde e higiene, regras de iluminação, etc.",expl,1
Refúgios de pesca se abrem para o turismo,expl,1
"Registe-se que a terça-feira de Carnaval não é um feriado legal, mas tão-só tradicional: ou seja, todos os anos o primeiro-ministro tem que produzir um despacho, publicado em Diário da República, em que decreta a tolerância de ponto.",expl,1
Reis não quis dizer se também abandonará Esperidião Amin.,mark,1
"Representantes das 60 famílias que ocupam ilegalmente casas na urbanização do Vale de Arcena, delegados do Centro Regional de Segurança Social, responsáveis da Câmara Municipal de Vila Franca de Xira e da empresa proprietária dos fogos, a Eurocapital, reuniram-se, na sexta-feira, naquela cidade, para discutirem a forma como será feito o levantamento individual que determinará quais os moradores que ali poderão continuar a residir no caso de terem disponíveis as verbas pedidas por cada casa.",expl,1
"Restaurante tem seu ponto forte no balcão de grelhados, que se sobrepõe aos prosaicos sushis e sashimis",expl,1
Revelam a missão perigosa dos homens das 27 equipas de bombeiros enviadas para o inferno que os iraquianos atearam em 788 poços de petróleo quando se retiraram do Kuwait e que permitiram ao fotógrafo brasileiro concluir o seu portfolio sobre o homem e o trabalho.,expl,1
"Revê-se no Mercedes de Goebbels, apreendido na Alemanha e entregue ao marechal Oslikovsky, sentado com a filha pequena, Lora, no assento posterior.",expl,1
Romário não se exercitou nas cobranças de falta e pênalti.,expl,1
"Quanto a horas extraordinárias, os enfermeiros salientam não terem acesso às vultuosas verbas que nelas se consomem e que para alguns profissionais da saúde funcionam mais como complementos disfarçados de vencimento do que como resposta a necessidades efectivas.",expl,1
Quando se trata de falar é que já é mais difícil.,expl,1
"Seriam 9h30 quando os três homens, de quem não se conhecem dados identificativos, surgiram de armas na mão e rosto coberto à porta do BNU de Massamá, uma dependência recentemente inaugurada e localizada na denominada Sexta Fase da Urbanização Pimenta e Rendeiro área que na sua maioria ainda está em construção.",expl,1
"Pouco a pouco, foi-se esquecendo em grande parte o objectivo primordial que para ali levara norte-americanos, paquistaneses, italianos e outros soldados de meio mundo: distribuir comida a muitos africanos que estavam perigosamente à beira da morte.",expl,1
"Pode se reorientar para uma maior produção industrial e contribuir para a criação de mais emprego e riqueza, consequência natural do processo.",obj,1
"Pode-se agora recomendar um texto definitivo para o conselho da organização, disse o porta-voz.",nsubj,1
"Pode-se dizer, em outras palavras, e a grosso modo, que o aluguel do primeiro mês de reajuste sempre embute por estimativa uma inflação que reduzirá o aluguel nominal ao seu valor real na metade do período de reajuste subsequente.",nsubj,1
Poder-se-á ir mais longe?,nsubj,1
"Poder-se-á tocar na realidade virtual, embora seja um objectivo a longo prazo.",nsubj,1
"Por enquanto, se dedica à preparação física.",expl,1
"Por exemplo, lembra também a DECO, entre os brinquedos preferidos pelas crianças nos festejos carnavalescos encontram-se os estalinhos, considerados brinquedos ou artifícios pirotécnicos que podem rebentar por choque ou através de um detonador.",obj,1
"Por isso, as embalagens serão incineradas de forma diferente do habitual, recorrendo-se a um dispositivo que permitirá puxar a farinha e lançá-la por cima, em completa segurança, para dentro do forno.",nsubj,1
"Por isso, constituiu um erro reconhecer a Croácia sem antes ter preparado uma solução viável para a Bósnia, e não há paixão ideológica capaz de o apagar, se bem que seja inútil dramatizar um erro de natureza diplomática.",mark,1
"Por outro lado, Soares encontra-se com agricultores em A-dos-Cães, no domingo, 31, em Manique do Intendente, na terça-feira seguinte, e ao fim da tarde do mesmo dia, em Vila Franca.",expl,1
Por que não ousar ainda que ingenuamente esperar que as coisas desta vez se ajeitem?,expl,1
"Porque sabem ser concisos, sem falsas simplicidades, porque são inteligentes, sem armar grandes espalhafatos, porque conseguem ironizar e autoparodiar-se sem fazer figuras tristes.",obj,1
"Preocupado com a facilidade de comunicação de seu adversário, Francisco Rossi, Mário Covas acatou as recomendações de assessores do presidente eleito, Fernando Henrique Cardoso, e se submeteu às técnicas de marketing.",expl,1
"Quando se está num ambiente como o que eu vivia, você não sabe que existe todo um mundo diferente fora dali.",nsubj,1
