,inputs,prediction,prediction_agent,annotation,annotation_agent,multi_label,explanation,id,metadata,status,event_timestamp,metrics,search_keywords
70,"{'text': 'Algunas , por casualidad , se detectaron un abultamiento , el cual comenzaron a vigilar , palpándo lo de vez en vez , a ver si crecía , y la visita a el médico no fue una de las prioridades .'}","[('obj', 0.2999874477958886), ('expl:impers', 0.2792754810140761), ('expl:pv', 0.23611355329721), ('expl:pass', 0.11822523095385502), ('iobj', 0.06639828693897037)]",LogisticRegression,obj,rubrix,False,,3748,{},Validated,,{'text_length': 191},
71,"{'text': 'Entre mis mejores amigos se encuentran personas que tienen creencias y opiniones de todo tipo , algunos de ellos totalmente contrarias a la religión católica , pero nos respetamos , oímos y nos aceptamos y queremos como hermanos .'}","[('expl:pass', 0.30733700104132755), ('obj', 0.29921799715908654), ('expl:impers', 0.2934848638914399), ('expl:pv', 0.057724567576091526), ('iobj', 0.042235570332054446)]",LogisticRegression,expl:pv,rubrix,False,,3926,{},Validated,,{'text_length': 230},
72,{'text': '¿ Porqué no se las respeta ?'},"[('expl:impers', 0.31759355562348235), ('expl:pass', 0.258892657811849), ('obj', 0.1959473417605849), ('iobj', 0.11906427017529626), ('expl:pv', 0.10850217462878754)]",LogisticRegression,iobj,rubrix,False,,3930,{},Validated,,{'text_length': 28},
73,{'text': 'porque si a mi se me turena la compu porque hay una descaga electrica o una variacion de voltaje superdensa .'},"[('obj', 0.27270369260133187), ('expl:pv', 0.27108213389555313), ('expl:impers', 0.16989507265859385), ('expl:pass', 0.14451956365122584), ('iobj', 0.1417995371932954)]",LogisticRegression,expl:pv,rubrix,False,,3935,{},Validated,,{'text_length': 109},
74,{'text': 'En general se diagnostica cuando hay una lesión .'},"[('expl:pass', 0.3102892462958507), ('obj', 0.2913224904669597), ('expl:impers', 0.2409386887260844), ('iobj', 0.14292839006515576), ('expl:pv', 0.014521184445949421)]",LogisticRegression,expl:pass,rubrix,False,,3955,{},Validated,,{'text_length': 49},
75,{'text': 'a ¡ jugar se ha dicho !'},"[('obj', 0.27898007316399476), ('expl:impers', 0.2700654864232423), ('expl:pv', 0.25040738324355577), ('expl:pass', 0.10884343133935662), ('iobj', 0.0917036258298505)]",LogisticRegression,expl:impers,rubrix,False,,4017,{},Validated,,{'text_length': 23},
76,{'text': '[ 3 ] Estas preguntas fueron basadas en otro ejercicio de el mismo taller con Shona Russell ( preguntas para facilitar de la reflexión a la acción ) .'},"[('expl:impers', 0.2913354268545633), ('iobj', 0.2680445035780985), ('obj', 0.21668491130060882), ('expl:pv', 0.17586944563758547), ('expl:pass', 0.04806571262914387)]",LogisticRegression,,,False,,4034,{},Discarded,,{'text_length': 150},
77,"{'text': 'Datos personales A los integrantes nos une el principio de respeto a todas las personas y el acercamiento a su sabiduría y a sus historias ; desde la curiosidad y no desde el juicio o el prejuicio , porque creemos que es así como se pueden generar nuevas posibilidades que tienen que ver con las intenciones y valores de cada uno .'}","[('expl:pv', 0.31436758362495565), ('obj', 0.2334258629452852), ('iobj', 0.20776354095935176), ('expl:impers', 0.1978499505196853), ('expl:pass', 0.04659306195072213)]",LogisticRegression,expl:impers,rubrix,False,,4035,{},Validated,,{'text_length': 331},
78,"{'text': 'No podemos cerrar los ojos ante las previsiones de los científicos , aunque creo que lo de el cambio climático se está exagerando un poco - señala - .'}","[('expl:pass', 0.2749838280762828), ('expl:pv', 0.2570326881500202), ('obj', 0.24168095886687796), ('expl:impers', 0.21532552891293183), ('iobj', 0.010976995993887174)]",LogisticRegression,expl:impers,rubrix,False,,4087,{},Validated,,{'text_length': 150},
79,"{'text': 'Se las arregló para convertir se en CEO , comprando compañías de manera agresiva , y eventualmente fundo SBC Communications .'}","[('obj', 0.32161769987941496), ('expl:impers', 0.28444560049432754), ('expl:pass', 0.2663135421344622), ('expl:pv', 0.11658527424630484), ('iobj', 0.011037883245490493)]",LogisticRegression,expl:pv,rubrix,False,,4091,{},Validated,,{'text_length': 125},
80,{'text': 'Y como se instalan en ella las Autolimitaciones que tanto frenan a los Emprendedores .'},"[('expl:impers', 0.28505944446709486), ('iobj', 0.27879187077412315), ('obj', 0.2312005377211809), ('expl:pv', 0.1205570935716595), ('expl:pass', 0.08439105346594149)]",LogisticRegression,expl:pv,rubrix,False,,4111,{},Validated,,{'text_length': 86},
81,"{'text': 'Si podemos determinar qué clientes actualmente se encuentran en ella y concentrar nuestros recursos de marketing en ellos , es muy probable que incrementemos el ROI de marketing significativamente .'}","[('expl:impers', 0.31206010252462457), ('expl:pass', 0.29361109235078436), ('expl:pv', 0.20044668149944342), ('obj', 0.15089731654673655), ('iobj', 0.04298480707841109)]",LogisticRegression,expl:pv,rubrix,False,,4230,{},Validated,,{'text_length': 198},
82,{'text': 'Hasta el momento los funcionario capitalinos no se han pronunciado sobre el asunto .'},"[('obj', 0.31420559361385825), ('expl:impers', 0.30052653696639786), ('iobj', 0.2261337133110443), ('expl:pv', 0.11496483589095587), ('expl:pass', 0.04416932021774369)]",LogisticRegression,expl:pv,rubrix,False,,4251,{},Validated,,{'text_length': 84},
83,{'text': 'Éste se instalará en los próximos días .'},"[('expl:pass', 0.3075429961798328), ('expl:impers', 0.29854020826055255), ('obj', 0.2979637708584774), ('expl:pv', 0.05288095312323633), ('iobj', 0.04307207157790076)]",LogisticRegression,expl:pass,rubrix,False,,4416,{},Validated,,{'text_length': 40},
84,"{'text': 'Serán por estos panameños que , según Juan Carlos Tapia , se justifica dicha ayuda por los aportes dados a la patria .'}","[('expl:impers', 0.28974747353873603), ('obj', 0.2746270497523832), ('expl:pass', 0.222354317195797), ('iobj', 0.17878683178978758), ('expl:pv', 0.03448432772329611)]",LogisticRegression,expl:pass,rubrix,False,,4510,{},Validated,,{'text_length': 118},
85,"{'text': 'Hay que pensar lo como si fuera un bosque : si vas con topadoras y arrasás el bosque , la renovación se pierde .'}","[('obj', 0.30036959145297437), ('expl:impers', 0.2928583619381471), ('expl:pass', 0.2799566615602831), ('iobj', 0.11386091893239815), ('expl:pv', 0.012954466116197202)]",LogisticRegression,obj,rubrix,False,,4553,{},Validated,,{'text_length': 112},
86,{'text': 'La crisis en la selva se desató por las objeciones de las comunidades nativas a decretos legislativos promulgados por el Poder Ejecutivo sobre el derecho de propiedad de sus territorios .'},"[('obj', 0.2865380299816795), ('iobj', 0.2667083092281817), ('expl:impers', 0.2148929894965847), ('expl:pass', 0.2082046234518806), ('expl:pv', 0.023656047841673626)]",LogisticRegression,expl:pv,rubrix,False,,4733,{},Validated,,{'text_length': 187},
87,"{'text': 'FUNDAMENTACIÓN La CONCUPISCENCIA refiéra se , sobre todo , a una vida entregada a los placeres de la carne , alude a la práctica de la lujuria que , en términos religiosos , implica pecado grave .'}","[('expl:pass', 0.32257861286096534), ('iobj', 0.3070570052891483), ('expl:impers', 0.22960923412003612), ('obj', 0.11058787160702484), ('expl:pv', 0.030167276122825545)]",LogisticRegression,obj,rubrix,False,,4747,{},Validated,,{'text_length': 196},
88,{'text': '- - Que se cumplan 10 años de la entrega de el informe indica su vigencia e importancia .'},"[('expl:impers', 0.2994485665186761), ('obj', 0.27887406176579954), ('expl:pass', 0.22456679382188574), ('iobj', 0.11466807600910917), ('expl:pv', 0.08244250188452948)]",LogisticRegression,expl:pv,rubrix,False,,4906,{},Validated,,{'text_length': 89},
89,"{'text': 'No se le dice , por supuesto , que en el Paraguay hay muchas menos hijas de estancieros que analfabetos .'}","[('expl:pv', 0.2772769590420334), ('obj', 0.261866832192703), ('expl:impers', 0.2497517958292658), ('iobj', 0.1335112077625044), ('expl:pass', 0.07759320517349343)]",LogisticRegression,expl:impers,rubrix,False,,5088,{},Validated,,{'text_length': 105},
90,{'text': 'Afortunadamente se van haciendo traducciones y selecciones y explicaciones populares de el Evangelio .'},"[('expl:impers', 0.3024984447345851), ('expl:pv', 0.243776308699152), ('expl:pass', 0.20514905874097322), ('obj', 0.20507283288264613), ('iobj', 0.04350335494264362)]",LogisticRegression,expl:impers,rubrix,False,,5176,{},Validated,,{'text_length': 102},
91,"{'text': 'La tierra pertenece a Yavé , y su voluntad es dar la a el campesino para que se realice y viva .'}","[('expl:pv', 0.2999076904805017), ('expl:impers', 0.28934068746577296), ('obj', 0.21311821983527426), ('expl:pass', 0.17265218916595357), ('iobj', 0.024981213052497512)]",LogisticRegression,obj,rubrix,False,,5185,{},Validated,,{'text_length': 96},
92,"{'text': 'El año jubilar se nombra en Isaías 61 , Is y Ez 46 , 17 .'}","[('expl:impers', 0.3106463158611014), ('obj', 0.27517168160009847), ('expl:pass', 0.27344682206274457), ('expl:pv', 0.0987586966564493), ('iobj', 0.04197648381960615)]",LogisticRegression,expl:impers,rubrix,False,,5189,{},Validated,,{'text_length': 57},
93,{'text': 'Es importante dar se cuenta que en la Biblia la oración nace ya como un grito de resistencia .'},"[('expl:impers', 0.27473087128342033), ('expl:pass', 0.2604725540246658), ('expl:pv', 0.25070715411575684), ('iobj', 0.1454394774831019), ('obj', 0.06864994309305514)]",LogisticRegression,expl:impers,rubrix,False,,5193,{},Validated,,{'text_length': 94},
94,{'text': 'Ellos la destruyen y se largan .'},"[('expl:impers', 0.28923444846863683), ('expl:pass', 0.2885102944847037), ('expl:pv', 0.21129700182229727), ('obj', 0.20610605845749125), ('iobj', 0.004852196766871032)]",LogisticRegression,expl:pv,rubrix,False,,5200,{},Validated,,{'text_length': 32},
95,"{'text': '¡ Cuánta trampa en esos intentos de diálogo hipócritas , en los que no se quiere cambiar nada !'}","[('expl:pass', 0.2950378009323721), ('iobj', 0.262887189191977), ('obj', 0.2397443632251984), ('expl:pv', 0.13861479759082884), ('expl:impers', 0.06371584905962369)]",LogisticRegression,expl:impers,rubrix,False,,5237,{},Validated,,{'text_length': 95},
96,"{'text': 'Asi , el Alianza comenzó a desconcertar se con la respuesta rival .'}","[('expl:pass', 0.29807598367269084), ('expl:pv', 0.251279157352287), ('expl:impers', 0.228198720103388), ('obj', 0.21066218124903596), ('iobj', 0.01178395762259817)]",LogisticRegression,expl:pv,rubrix,False,,5364,{},Validated,,{'text_length': 67},
97,"{'text': 'Campañas nacionales e internacionales se han enfocado en la ILEA como una segunda Escuela de las Américas , en la cual recibieron entrenamiento técnico durante décadas una impresionante lista de militares que posteriormente fueron acusados de serias violaciones a los derechos humanos .'}","[('expl:pv', 0.2856214473860289), ('obj', 0.2741982789196344), ('expl:impers', 0.23093450009317404), ('iobj', 0.13067149058472233), ('expl:pass', 0.0785742830164404)]",LogisticRegression,expl:pv,rubrix,False,,5399,{},Validated,,{'text_length': 286},
98,{'text': '¿ El árbol se marchitan a la vez ?'},"[('obj', 0.2815045271343299), ('expl:impers', 0.2690536125763172), ('expl:pass', 0.26345170935473533), ('expl:pv', 0.13198755882870372), ('iobj', 0.05400259210591397)]",LogisticRegression,expl:pv,rubrix,False,,5460,{},Validated,,{'text_length': 34},
99,"{'text': 'A Ree le gustaría alistar se en el ejército , pero no puede abandonar a su familia .'}","[('expl:pv', 0.2596723738892423), ('obj', 0.2596185665330886), ('expl:pass', 0.21840944466846515), ('expl:impers', 0.19598902408382435), ('iobj', 0.06631059082537963)]",LogisticRegression,expl:pv,rubrix,False,,5498,{},Validated,,{'text_length': 84},
100,{'text': 'En la historia sobresalen muchos procesos donde se quiso hacer desaparecer a el pueblo judío : El intento de eliminar la cultura judía por parte de los griegos en tiempos de el segundo templo .'},"[('expl:pv', 0.276981058532032), ('iobj', 0.25352787506289004), ('obj', 0.23405724931931682), ('expl:impers', 0.21373198609348787), ('expl:pass', 0.02170183099227334)]",LogisticRegression,expl:impers,rubrix,False,,5507,{},Validated,,{'text_length': 193},
101,"{'text': 'Sin embargo y curiosamente al final de subida desarrollo una gran afición por las palomas , que higiénicamente no se llevan mucho con las ratas .'}","[('expl:impers', 0.2943537379290008), ('obj', 0.2832758475646332), ('iobj', 0.2374407613268972), ('expl:pv', 0.1189693063578904), ('expl:pass', 0.06596034682157845)]",LogisticRegression,expl:pv,rubrix,False,,5575,{},Validated,,{'text_length': 145},
102,{'text': 'No se puede ir por ahí construyendo un mundo mejor para la gente .'},"[('expl:pass', 0.2624402083574008), ('expl:pv', 0.2536941849648516), ('obj', 0.2145793243442021), ('expl:impers', 0.16376968347791213), ('iobj', 0.10551659885563346)]",LogisticRegression,expl:impers,rubrix,False,,5727,{},Validated,,{'text_length': 66},
103,"{'text': 'Mundodisco , de Terry Pratchett Quienes dicen que el arte no debe propagar doctrinas suelen referir se a doctrinas contrarias a las suyas .'}","[('expl:impers', 0.3011813819566127), ('expl:pass', 0.24069610658028506), ('obj', 0.19490913357018816), ('expl:pv', 0.16012769939634086), ('iobj', 0.10308567849657323)]",LogisticRegression,expl:pv,rubrix,False,,5729,{},Validated,,{'text_length': 139},
104,{'text': 'Jorge Luis Borges Lo maravilloso de la guerra es que cada jefe de asesinos hace bendecir sus banderas e invoca solemnemente a Dios antes de lanzar se a exterminar a su prójimo .'},"[('expl:pass', 0.31246631740140024), ('expl:impers', 0.29943926848099867), ('obj', 0.24554832806745894), ('expl:pv', 0.11687510337368816), ('iobj', 0.02567098267645398)]",LogisticRegression,expl:pv,rubrix,False,,5730,{},Validated,,{'text_length': 177},
105,"{'text': 'Gaston Techera Rendir se a la ignorancia y llamar la Dios siempre ha sido prematuro , y sigue siendo prematuro hoy en día .'}","[('obj', 0.3057904698387017), ('expl:pass', 0.29581856061536854), ('expl:impers', 0.19556441647692385), ('iobj', 0.1688537790395857), ('expl:pv', 0.03397277402942015)]",LogisticRegression,expl:impers,rubrix,False,,5731,{},Validated,,{'text_length': 123},
106,"{'text': 'Lo mejor que se les ocurrió , fue poner como alternativa a su amigo : Menendez Pelayo , que por cierto le incomodó muchísimo , ya que eran grandes amigos , pero pasaron de el disgusto de Menéndez pelayo .'}","[('obj', 0.3136811025813303), ('expl:impers', 0.31187846237282374), ('expl:pass', 0.21929740620754176), ('expl:pv', 0.1352308176613289), ('iobj', 0.019912211176975197)]",LogisticRegression,expl:pv,rubrix,False,,5738,{},Validated,,{'text_length': 204},
107,"{'text': 'Lopez He visto muchas personas morir , y te puedo asegurar que la entereza y la tranquilidad ante la muerte eminente , no dependen para nada en si se cree o no en seres magicos e invisibles .'}","[('expl:pv', 0.3024636539238351), ('obj', 0.28933411553912886), ('expl:pass', 0.17320332945037537), ('expl:impers', 0.1728920355809387), ('iobj', 0.0621068655057219)]",LogisticRegression,expl:impers,rubrix,False,,5744,{},Validated,,{'text_length': 191},
108,{'text': 'Es una ventaja que ellos JAMÁS entenderán ( a no ser que se desintoxiquen de su secta católica ) .'},"[('expl:pass', 0.3109693264735808), ('expl:pv', 0.2555439654836991), ('obj', 0.24007662367491509), ('expl:impers', 0.1826063283324297), ('iobj', 0.010803756035375202)]",LogisticRegression,obj,rubrix,False,,5745,{},Validated,,{'text_length': 98},
109,"{'text': 'de verdad que JAMAS se podrá demostrar científicamente algo que simplemente NO existe ; y entonces te doy la razón en tu aseveración de no han logrado esclarecer la verdad , pero si te refieres a que las Leyes de Kepler , la Ley de Gravedad y demás NO son verdad .'}","[('obj', 0.3075670345034876), ('expl:pass', 0.30697087345934443), ('expl:impers', 0.1865753656498132), ('expl:pv', 0.15142165674942137), ('iobj', 0.04746506963793328)]",LogisticRegression,expl:impers,rubrix,False,,5747,{},Validated,,{'text_length': 264},
110,"{'text': 'Por consiguiente , lo que se hace en nombre de Él , y las catastróficas consecuencias que trae para la Humanidad , sí es de mi interés .'}","[('expl:impers', 0.301161536707263), ('obj', 0.2248261572856044), ('iobj', 0.1972969536780933), ('expl:pass', 0.1795223943790364), ('expl:pv', 0.09719295795000295)]",LogisticRegression,expl:impers,rubrix,False,,5756,{},Validated,,{'text_length': 136},
111,{'text': 'Hay que sacar un huequito y poner se .'},"[('expl:impers', 0.32040275213865327), ('obj', 0.3096724167676301), ('expl:pv', 0.1816439289896638), ('expl:pass', 0.17825580508316888), ('iobj', 0.010025097020883965)]",LogisticRegression,obj,rubrix,False,,5858,{},Validated,,{'text_length': 38},
112,"{'text': 'Sin embargo , a la La Imitación de Cristo se ha acercado multitud de cristianos a lo largo de más de cinco siglos y han sabido encontrar en ella alimento espiritual .'}","[('expl:pv', 0.30564576431500806), ('obj', 0.29109331751916134), ('expl:impers', 0.23205501755664912), ('expl:pass', 0.09820028585656781), ('iobj', 0.07300561475261366)]",LogisticRegression,expl:pv,rubrix,False,,5912,{},Validated,,{'text_length': 166},
113,"{'text': 'Anuncian encausamiento a Julio Robaina # Puede ser que con ello se persiga cazar a un peje grande MIAMI , 17 DE MAYO DE 2013 , NHR .'}","[('expl:impers', 0.28895278022542564), ('iobj', 0.2704749351821852), ('obj', 0.21578756123280596), ('expl:pv', 0.1514943640804406), ('expl:pass', 0.07329035927914263)]",LogisticRegression,expl:impers,rubrix,False,,5949,{},Validated,,{'text_length': 132},
114,"{'text': 'Sin embargo , OCEANPAR SA y UABL siguen operando sus barcazas con bandera paraguaya ( no se les canceló el pabellón ) sin pagar - por lo menos oficialmente - los montos evadidos a el fisco .'}","[('expl:impers', 0.2729142879868495), ('expl:pass', 0.27152035265732777), ('iobj', 0.21142084166174555), ('obj', 0.18919389559458585), ('expl:pv', 0.05495062209949124)]",LogisticRegression,expl:impers,rubrix,False,,6058,{},Validated,,{'text_length': 190},
115,"{'text': 'Oswaldo Ponte Junior quiso dejar claro que nada tienen que ver Los Primera en estos cambios de fecha e hizo saber que a ellos las excusas que se le habían dado para los cambios de fecha fueron : En la primera oportunidad dijeron que fue por el problema con el dólar , algo que no nos interesa porque a nosotros nos pagan en bolívares .'}","[('iobj', 0.3080283419594782), ('expl:pv', 0.2534410403890148), ('obj', 0.24899898757528205), ('expl:impers', 0.1738798219912321), ('expl:pass', 0.015651808084992922)]",LogisticRegression,expl:impers,rubrix,False,,6232,{},Validated,,{'text_length': 335},
116,"{'text': 'se trabaja con instrucciones primarias ( toma , dame , sí , no ) para ayudar lo a comprender y a responder con una acción .'}","[('expl:pv', 0.27898451976503896), ('obj', 0.26735504136989996), ('expl:impers', 0.25639330831531965), ('expl:pass', 0.11814819414331909), ('iobj', 0.07911893640642229)]",LogisticRegression,expl:impers,rubrix,False,,6266,{},Validated,,{'text_length': 123},
117,"{'text': 'VII Durante este período , se alteró el flujo de divisas de la nación , desviándo lo no sólo de las arcas sino también de los mecanismos de rendición de cuentas de el Banco Central de Venezuela .'}","[('obj', 0.3167699245488438), ('expl:pass', 0.3145739305109991), ('expl:impers', 0.2973729563882503), ('expl:pv', 0.0634380693491502), ('iobj', 0.007845119202756665)]",LogisticRegression,obj,rubrix,False,,6288,{},Validated,,{'text_length': 195},
118,{'text': 'Los avances realizados en la vida se basan en sus esfuerzos personales y la determinación .'},"[('expl:impers', 0.3089376487963987), ('obj', 0.289472542928214), ('expl:pv', 0.21953244550448583), ('expl:pass', 0.135152253910062), ('iobj', 0.04690510886083942)]",LogisticRegression,expl:pv,rubrix,False,,6304,{},Validated,,{'text_length': 91},
119,{'text': 'El gran dilema de quienes dirigen empresas familiares es decidir qué se debe cambiar y qué debe permanecer .'},"[('expl:pv', 0.2783103533086128), ('obj', 0.2720573664759079), ('expl:impers', 0.20404734869246555), ('expl:pass', 0.19342978340358963), ('iobj', 0.052155148119424205)]",LogisticRegression,expl:impers,rubrix,False,,6399,{},Validated,,{'text_length': 108},
120,"{'text': 'Rutas de carrera En el proceso de planeación de carrera , se pueden distinguir 3 tipos de rutas de carrera , cuya utilización varía según el tamaño de la organización y la naturaleza de los cargos : 1 .'}","[('expl:impers', 0.3204958215651711), ('expl:pass', 0.27400121266090394), ('expl:pv', 0.22893958638358886), ('iobj', 0.14244443274096608), ('obj', 0.03411894664936997)]",LogisticRegression,expl:impers,rubrix,False,,6427,{},Validated,,{'text_length': 202},
121,{'text': 'También Pereira manifestó que se les adeuda un incremento salarial de el año pasado y este de el 30 por ciento de el salario general y son han incrementado el 20 % de el año pasado y este a los que están devengando sueldo mínimo en el ejecutivo apureño .'},"[('iobj', 0.2898631903781315), ('expl:impers', 0.24667800868837364), ('expl:pass', 0.24180581956083547), ('obj', 0.18551723558641045), ('expl:pv', 0.03613574578624893)]",LogisticRegression,expl:impers,rubrix,False,,6430,{},Validated,,{'text_length': 254},
122,"{'text': 'Un estudio realizado en 2007 en el departamento de Psicología de la Universidad de Sussex y de el que participó - - entre otros - - el chef Heston Blumenthal y su equipo de el restaurante The Fat Duck indicó que si se confirman las expectativas que una persona tiene sobre lo que está por comer , mejora el sabor .'}","[('expl:pass', 0.2983287060565509), ('obj', 0.29187798245500934), ('expl:impers', 0.2740419702430067), ('expl:pv', 0.12860010351549914), ('iobj', 0.00715123772993402)]",LogisticRegression,expl:pass,rubrix,False,,6488,{},Validated,,{'text_length': 314},
123,"{'text': 'Tendencia a la triangulación Maniobras : Los hermanos se comportan como una tribu , que trata de confundir a la madre o a el terapeuta para evitar que tomen el control .'}","[('expl:pass', 0.2939913821683548), ('expl:impers', 0.29167275249026103), ('obj', 0.2744550311715387), ('expl:pv', 0.12550496436135286), ('iobj', 0.014375869808492654)]",LogisticRegression,expl:pv,rubrix,False,,6588,{},Validated,,{'text_length': 169},
124,{'text': 'Los ítems no pudieron agrupar se apropiadamente en las dimensiones que ellos tenían el propósito de medir .'},"[('expl:impers', 0.3084534428171482), ('obj', 0.2131689342190988), ('expl:pass', 0.18936829909145464), ('iobj', 0.16117429601210584), ('expl:pv', 0.1278350278601924)]",LogisticRegression,expl:impers,rubrix,False,,6627,{},Validated,,{'text_length': 107},
125,"{'text': 'Entre los periféricos existentes podemos citar el teclado ( envía a la computadora la información tecleada por el operador ) , el mouse ( permite el envío de información por medio de el movimiento o el accionamiento de botones ) la impresora ( recibe información de la computadora e imprime esa información en papel ) , placa de Sonido ( recibe información eléctrica provenientes de el procesador y la envía a los parlante ) , sistemas sensibles a el tacto , calor , luz , módem , controladores de juegos ( joystick ) , parlantes , etc .'}","[('expl:pass', 0.2707172359509304), ('expl:impers', 0.24246989902926006), ('obj', 0.20887301975412492), ('expl:pv', 0.19997768052939383), ('iobj', 0.07796216473629088)]",LogisticRegression,,,False,,6868,{},Discarded,,{'text_length': 537},
126,"{'text': 'El litigio , la diferencia entre Dioniso y Apolo , entre el impulso y la estructura , no se borra en la historia , pues no está en la historia .'}","[('expl:pv', 0.27832910012831114), ('obj', 0.2714323942850381), ('expl:impers', 0.27023634373035343), ('iobj', 0.11842357371979502), ('expl:pass', 0.06157858813650231)]",LogisticRegression,expl:impers,rubrix,False,,6948,{},Validated,,{'text_length': 144},
127,"{'text': 'Dios está haciendo cosas , se está moviendo .'}","[('expl:pass', 0.28244942326392336), ('expl:impers', 0.2501791461572118), ('obj', 0.24257412279718052), ('iobj', 0.1948770463247791), ('expl:pv', 0.02992026145690529)]",LogisticRegression,obj,rubrix,False,,7003,{},Validated,,{'text_length': 45},
128,{'text': 'Dios es un Dios de relaciones : a Dios le gusta relacionar se con nosotros .'},"[('expl:pv', 0.3029235258150484), ('obj', 0.2535875000786001), ('expl:impers', 0.24893094004303712), ('iobj', 0.17185245988393164), ('expl:pass', 0.022705574179382706)]",LogisticRegression,expl:pv,rubrix,False,,7004,{},Validated,,{'text_length': 76},
129,"{'text': 'La primera que tomó la palabra fue la calandria , que no es perezosa para hablar ni para cantar : Disculpe , señor , ¿ podríamos saber cómo se llama y de dónde viene ?'}","[('obj', 0.2897186321999748), ('iobj', 0.27146225532831797), ('expl:impers', 0.2078992347868903), ('expl:pass', 0.19851023316263752), ('expl:pv', 0.03240964452217937)]",LogisticRegression,expl:pv,rubrix,False,,7027,{},Validated,,{'text_length': 167},
130,"{'text': 'License For Mayhem Recorre las calles a toda velocidad en un vehículo de policía , juntando dinero para actualizar el coche y llegar lo más lejos posible .'}","[('iobj', 0.2558949172215944), ('expl:pv', 0.25021541828836547), ('expl:impers', 0.19271729284077346), ('expl:pass', 0.18705552499798642), ('obj', 0.11411684665128022)]",LogisticRegression,,,False,,7071,{},Discarded,,{'text_length': 155},
131,"{'text': 'Se va Jahn a Panamá y yo , que era el segundo en Contrainteligencia , me quedo solo ahí con todo el lío que se armó y con muy poca experiencia .'}","[('expl:pass', 0.2944310666141419), ('expl:impers', 0.27488078871864297), ('obj', 0.2158366327204971), ('iobj', 0.19967383374668526), ('expl:pv', 0.015177678200032725)]",LogisticRegression,expl:pv,rubrix,False,,7098,{},Validated,,{'text_length': 144},
132,"{'text': 'Tampoco existen copias , pero se piensa que ejemplificaba la fuerza de el bebé a el levantar una silla .'}","[('expl:impers', 0.30647904077143184), ('expl:pass', 0.29609162443844844), ('obj', 0.26227184490825955), ('expl:pv', 0.08374228113329651), ('iobj', 0.051415208748563736)]",LogisticRegression,expl:impers,rubrix,False,,7275,{},Validated,,{'text_length': 104},
133,"{'text': 'Por ello , por su significado es que se mantiene vigente a 75 años de su creación .'}","[('iobj', 0.2780660262798573), ('expl:impers', 0.25326839446769095), ('expl:pass', 0.24574047467428556), ('obj', 0.2118588899863439), ('expl:pv', 0.011066214591822221)]",LogisticRegression,expl:pv,rubrix,False,,7279,{},Validated,,{'text_length': 83},
134,"{'text': 'Puede ocurrir que una simple marca pase desapercibida por los padres , pero que traiga con sí una valiosa información respecto de alguna enfermedad que el bebé desarrollará posteriormente .'}","[('expl:pass', 0.28498087799363325), ('iobj', 0.27412924443514236), ('expl:impers', 0.24486026170212027), ('obj', 0.1748731733558036), ('expl:pv', 0.021156442513300476)]",LogisticRegression,,,False,,7304,{},Discarded,,{'text_length': 189},
135,{'text': 'que se pierda asi misma de tal manera que yo me pierda buscando la .'},"[('expl:impers', 0.26316881598203756), ('expl:pass', 0.2625955537984172), ('obj', 0.2558011089270003), ('expl:pv', 0.1977422755889449), ('iobj', 0.020692245703600155)]",LogisticRegression,expl:pv,rubrix,False,,7342,{},Validated,,{'text_length': 68},
136,"{'text': 'Si el titular no se llevo el Título El titular debe tramitar un poder amplio y suficiente en el consulado , donde indique a quien autoriza para reclamar el título y el número de documento de éste .'}","[('expl:pv', 0.2909242492625869), ('obj', 0.25443348646396674), ('expl:pass', 0.22163274817949916), ('expl:impers', 0.21581258212151908), ('iobj', 0.01719693397242817)]",LogisticRegression,expl:pv,rubrix,False,,7480,{},Validated,,{'text_length': 197},
137,"{'text': 'Teniendo en cuenta que la tecnología penetra cada vez más las aulas , se hace necesario que la manejemos para comunicar nos y convertir nos en los principales gestores de su incorporación en la escuela , mejorando la planeación de corto , mediano y largo plazo y permitiendo optimizar los recursos de las instituciones educativas .'}","[('obj', 0.29622251303731195), ('expl:impers', 0.2413402434321667), ('expl:pv', 0.2229237382392745), ('expl:pass', 0.20474441309491317), ('iobj', 0.0347690921963337)]",LogisticRegression,expl:impers,rubrix,False,,7507,{},Validated,,{'text_length': 331},
138,"{'text': 'Lo paradójico de la situación es que las relaciones con los organismos financieros internacionales continuaron , a pesar de la posición colombiana , y el Banco Mundial apoyó con recursos las reformas administrativa y los programas de gobierno que se realizaron entonces .'}","[('expl:pv', 0.2920642577159958), ('iobj', 0.28248398131996855), ('obj', 0.19120255146431997), ('expl:impers', 0.14598970984251755), ('expl:pass', 0.08825949965719816)]",LogisticRegression,expl:pass,rubrix,False,,7597,{},Validated,,{'text_length': 271},
139,{'text': '- - ¿ Por qué se dice que fue el gobierno de Cristina Kirchner el que peor trato dispensó a el Paraguay ?'},"[('iobj', 0.28018894505402014), ('obj', 0.22528928448012145), ('expl:pass', 0.18847048732724897), ('expl:impers', 0.15714207431488098), ('expl:pv', 0.14890920882372843)]",LogisticRegression,expl:impers,rubrix,False,,7684,{},Validated,,{'text_length': 105},
